"guid","descr"
"03044185F83B5D44848B2BA6B451DC4D","Afbeelding van het kunstwerk ""De Wenteling"" (ontwerp. H. van der Laar) bij het N.S.-station Bussum Zuid te Bussum."
"2C73F06EF47C58A39B3168065C2761DC","Afbeelding van de onthulling, in de hal van het N.S.-station Utrecht C.S. te Utrecht van het gipsen model van het kunstwerk dat door het personeel van de Nederlandse Spoorwegen aan de directie wordt aangeboden ter gelegenheid van het 100-jarig jubileum van de spoorwegen."
"3111665AEC1B5A0EB9E0A9C6DB04E9D8","Afbeelding van een kunstwerk in de vorm van een reusachtig hart in de Stationshal van het Centraal Station te Utrecht, in het kader van het kunst- en theaterfestival Theater aan de Werf."
"38A3E502C7C8599386371385CEED3AB8","Afbeelding van het kunstwerk voor het N.S.-station Steenwijk te Steenwijk."
"4CFFC92C4D1E540A84061B15D99EEEBC","Afbeelding van een kunstwerk in de vorm van een reusachtig hart in de Stationshal van het Centraal Station te Utrecht, in het kader van het kunst- en theaterfestival Theater aan de Werf."
"6C2F79019D965CCF909C46B0AB0B889E","Afbeelding van het kunstwerk voor het N.S.-station Steenwijk te Steenwijk."
"829BC6A96F155A8B8A173A89CC7A8FDB","Afbeelding van een kunstwerk aan de voorgevel van het N.S.-station Rijswijk te Rijswijk."
"84FDD5B482A94B84E0534701000AD67B","Afbeelding van een kunstwerk aan de perronoverkapping van het N.S.-station Amsterdam C.S. te Amsterdam."
"92D712F3256C5DF5ACEF1C04CFFD79D0","Afbeelding van een kunstwerk aan de voorgevel van het N.S.-station Rijswijk te Rijswijk ."
"9D19FF45CABF5354B07E3BAD9DB84D84","Afbeelding van het kunstwerk in de stationshal van het N.S.-station Bovenkarspel-Grootebroek te Bovenkarspel."
"9E85373D70F553A5ADD351B73024D33B","Afbeelding van dr. ir. F. Q. den Hollander (rechts van het midden, president-directeur van de N.S. van 1947 tot 1958) bij het kunstwerk ""Het Afscheid""in de hal van het N.S.-station Rotterdam C.S. te Rotterdam."
"B1620A3419F8586CA4DEA32E71776434","Afbeelding van het kunstwerk ""De Wenteling"" (ontwerp. H. van der Laar) bij het N.S.-station Bussum Zuid te Bussum."
"F6B71C08058055D4A2D47190C68E9445","Gezicht op één van de lage perrons van het in aanbouw zijnde nieuwe N.S.-station Amsterdam Sloterdijk (""Kunstwerk 11"") te Amsterdam."
"005C4E459DDC51018793CBAB636A0F4F","Afbeelding van het kunstwerk ""Ruimtelijke Constructie"", door A. T. A. Volten, bij het ROVU-kantoorgebouw (Ravellaan 96) te Utrecht. Opmerking: Fotonummer Hulskamp 23638<ZR>Literatuur: De Schakel, nr. 71, mei 1971, blz. 14-15, Bibl. HUA LIV C 47."
"016E346C0851532096A6C0237410AC6E","Gezicht vanaf de werf langs de Oudegracht te Utrecht op het, in het kader van de lichtkunstroute Trajectum Lumen, verlichte stadhuis (Stadhuisbrug 1), een lichtkunstwerk van Norbert Wasserfurth & Ziut; onder de Stadhuisbrug het lichtkunstwerk van Har Hollands."
"01C08372C2EC54288545CD85C83EE4A2","Gezicht op het takkenkunstwerk Wintertenen in de Stadsbuitengracht te Utrecht; links de Catharijnesingel. Opmerking: Naam kunstenaar: M. Nielen en T. Limburg<ZR>Datum plaatsing: januari 1991<ZR>Het kunstwerk is op 16 april 1991 verwijderd.<ZR><ZR>Litteratuur: Utrechts Nieuwsblad 20-12-1990, blz. 15 en Utrechts Nieuwsblad 22-2-1991, blz. 15"
"01D052F8E906516CB3D5BD37A89D5E19","Gezicht op de voor- en zijgevel van het huis Achter de Dom 13 te Utrecht vanaf de Pausdam tijdens de Nachtregels met rechts de Dom en links de Trans. Opmerking: Dit kunstwerk in de lichtkunstmanifestatie Nachtregels is vervaardigd door de kunstenaar Mol."
"01FD66E504AC5E5F8761A21AB26A5A87","Afbeelding van een tegel met de tekst 'HET BEKORT EEN LANG VERHAAL: LIEFDE MOETEN WE ALLEMAAL', in het plaveisel op de Oudenoord ter hoogte van de Herenweg te Utrecht.<ZR><ZR>N.B. De anonieme kunstenaar verwijderde een tegel en plaatste daar zijn kunstwerkje terug. Opmerking: De afbeelding maakt deel uit van de inventarisatie van straatpoëzie in Nederland en Vlaanderen; zie: www.straatpoezie.nl"
"04641F2DA8155AFF919F9037322BE462","Afbeelding van burgemeester mr. I.W. Opstelten (midden) bij de overhandiging van een luchtfoto van het kantorenpark, tijdens de bijeenkomst voor de onthulling van het kunstwerk ""Het Verzonken Schip"" van Karin Daan in het kantorenpark Rijnsweerd (Euclideslaan) te Utrecht."
"04847BC98B6657189367B16404A8F487","Gezicht op de Vismarkt te Utrecht vanaf de Maartensbrug met in het midden de Kalisbrug over de Oudegracht en het neonlicht-kunstwerk van kunstenaar Finlay tijdens de lichtkunstmanifestatie ""Nachtregels""."
"04D08963DE6351FCAAEA6B723184DA7B","Afbeelding van één van de twee replica's van het door Joop Hekman gemaakte standbeeld van de politicus Pieter Jelles Troelstra (1860-1930), dat op de hoek van de Draaiweg en de Troelstralaan staat, op de rotonde in de Talmalaan te Utrecht. Het silhouet is in een nieuw ontwerp geschilderd.<ZR><ZR>N.B. Het plaatsen van replica's van het standbeeld van Hekman in de vorm van een kunstwerk, is een initiatief van de Staatslieden Art Community. Deze replica's zijn gemaakt door de kunstenaar Paul Balk."
"04FF7DC26AB05A649C0B74F22071CC1C","Afbeelding van het, door Wout Maters vervaardigde en in brons en verf uitgevoerde kunstwerk, Kip, naast de openbare kleuterschool De Tureluur (Scharlakendreef 3) te Utrecht. Opmerking: Fotonummer 9114-12<ZR>N.B. Datum plaatsing 1967"
"0550EEA64D28519A857412A2F651F5DF","Afbeelding van de officiële opening door wethouder J. Zwart (links) van de rotonde Waalstraat-Rijnlaan te Utrecht. Op de rotonde staat het uit wilgentenen opgetrokken kunstwerk 'De Piek', van kunstenares Manette Zeelenberg."
"0629C152149056649457EF7918B55C18","Afbeelding van een tinnen beker, thans berustende in het St.Eloyengasthuis (Boterstraat 22) te Utrecht. Opmerking: Lit. W. Vogelzang, Inventaris (typoscript) van kunstwerken en oudheden in het St. Eloyengasthuis, 1918, p.4. (Bibl. HUA LXVI A 180)"
"07015592A92C542BA8D19F1A16DBAFE1","Afbeelding van het kleine graffiti-kunstwerk 'Cat', op de zijgevel van het pand Plompetorengracht 13 in de Molenstraat te Utrecht."
"097A2ECB3B4851CABC943166E1552CCE","Afbeelding van het kunstwerk in de vloer van de kleuterschool Dribbelland (Pagodedreef 49) te Utrecht. Opmerking: Naam kunstenaar: T. v.d. Vathorst (""Theo"")<ZR>Gebruikt materiaal: linoleum-inlegwerk (intarsia)"
"0A5A9F1BE70B59E7981943C8F3ACA6E1","Overzicht van het parkeerterrein van de Koninklijke Nederlandse Jaarbeurs aan het Veemarktplein te Utrecht, vanaf de Croeselaan; v.l.n.r. de Irenehal, de Bernhardhal (links achter) en de Marijkehal; rechts van het midden de Margriethal, de Julianahal en de Merwedehal; op het voorplein het geometrisch abstracte kunstwerk van André Volten."
"0B17072256885957B71E9FC80AF63753","Gezicht op het door Jan Hein Daniëls ontworpen kunstwerk in de Van der Marckstraat te Utrecht."
"0CA6350727FA53198A37F1A9944DEA39","Afbeelding van het kunstwerk Grootmoeder Kegge aan de Suze Noiretdreef te Utrecht. Opmerking: naam kunstenaar:  J. Bronner<ZR>datum plaatsing:  11 november 1969<ZR>gebruikt materiaal:  brons"
"0D20FC0804F25025A365A146A8DD8A93","Afbeelding van een kunstwerk, met als voorstelling een pauw, bij het landhuis Geynzigt (Rijksstraatweg 206) te Loenersloot (gemeente Loenen aan de Vecht)."
"0D7F1AAC990854F795A0C5CDEAC88780","Gezicht over het omgevingskunstwerk ""Het verzonken schip"" van Karin Daan, in kantorenpark Rijnsweerd (Euclideslaan) te Utrecht."
"0E6593E5BEEE50E790EB08B84059CCF8","Afbeelding van de door Jan Bons ontworpen gevelbeplating aan het winkelpand Vredenburg 151 te Utrecht. Opmerking: De foto mag alleen hergebruikt worden met naamsvermelding: foto Arjan den Boer (CC-BY).<ZR><ZR>De foto behoort bij het artikel ""Dixonspand: Utrechts grootste gevelkunstwerk dreigt te verdwijnen"", in: De Utrechtse Internet Courant (DUIC), 19 februari 2016.<ZR>Zie http://www.duic.nl/nieuws/dixonspand-utrechts-grootste-gevelkunstwerk-dreigt-te-verdwijnen/"
"0EACCD734EED570DA8A1110939179951","Afbeelding van de muurschildering, voorstellende de kolonisatie, ontworpen door Basuki Resobowo, op een gevel aan een pand in de Van Riebeeckstraat te Utrecht. Opmerking: Litt.: Utrechts Nieuwsblad, 6 mei 1983, blz. 19.<ZR><ZR>Het kunstwerk is vervaardigd samen met M.F. Berends, het Centrum voor Beeldende Vorming Artibus en het schilderscollectief Karkas."
"0F387D59364A5E9DBDAD51C1387906E6","Afbeelding van het kunstwerk ""Copmpositie in brons"", door J. H. Jorna, bij de Sporthal De Dreef (Drielenborchdreef 27) te Utrecht."
"10B9E3FFA9105726B2AC731A2F91C999","Afbeelding van het kunstwerk Poes op het plein voor de 2e Marnix kleuterschool (Racinelaan 15) te Utrecht. Opmerking: Naam kunstenaar: W. Blees<ZR>Datum plaatsing: 1960<ZR>Gebruikt materiaal: brons"
"10ED214DE4AF585EB777D6420E621276","Afbeelding van het kunstwerk ""De Bol van Utrecht"" op het Westplein te Utrecht. Opmerking: naam kunstenaar: Manette Zeelenberg<ZR>datum plaatsing: 28 februari 1996<ZR>materiaal: wilgentenen<ZR>literatuur: Utrechts Nieuwsblad, 29 februari 1996, p. 13."
"10FD3D2158B55A2D805AC7C2EC8B83DF","Afbeelding van de kunstenaar Pieter d'Hont werkend aan een kunstwerk in zijn atelier (Wijde Doelen 27) te Utrecht."
"11178522B130569B8C4A36F314D90220","Gezicht op het kunstwerk ""Esperantomonument"" van de kunstenaar A. Salvatore, met het portret van de auteur van de international taal ""esperanto"", Dr. L.L. Zamenhof, bovenin het monument aan de Zamenhofdreef te Utrecht."
"11644F8BD7295AA4AEADB14C34B9BE34","Gezicht op een graffiti-kunstwerk op de zijgevel van de flat Willem van Abcoudeplein 14 te Utrecht."
"122493F74D4C581E898355BA9E7BA050","Afbeelding van het kunstwerk Akoestischemuurconstructie (van Peter Struycken) naast het Kantoor Postdistrict Utrecht (Mineurslaan) te Utrecht."
"12597C6ADD15580EABE7AEC3505EECBE","Afbeelding van de driedelige plastiek ""De Unie van Utrecht"" boven de ingang van de Algemene Bank Nederland (ABN, Neude 4) te Utrecht.<ZR><ZR>N.B. De kunstwerken zijn gemaakt door Arie Teeuwisse (1919-1993) en Pieter d’Hont  (1917-1997) en uitgevoerd in natuursteen en brons. Het centrale deel dat de ontmoeting van Jan de Oude, Floris Thin (pensionaris van Utrecht) en Paulus Buys uitbeeldt, is gemaakt door Teeuwisse, de twee zijpanelen door Pieter d’Hont, voorstellende een schrijvende man met ganzenveer, links, en rechts een man die in de verte tuurt. Frontaal links en rechts de jaartallen 1579 en 1979 (400 jaar Unie van Utrecht). De reliëfs zijn door de ABN-bank geschonken aan de gemeente Utrecht.<ZR>"
"13FE5D105D1E5A468DB118B7C1A4D7E0","Afbeelding van het kunstwerk ""Ruimtelijke Constructie"", door A. T. A. Volten, bij het ROVU-kantoorgebouw (Ravellaan 96) te Utrecht. Opmerking: Fotonummer Hulskamp 23640<ZR>Literatuur: De Schakel, nr. 71, mei 1971, blz. 14-15, Bibl. HUA LIV C 47."
"1428257A153F58499F1B83187F400E2A","Gezicht op zijgevel van het kantoor Postdistrict Utrecht (Mineurslaan) te Utrecht; met links de Kruisvaart en rechts het kunstwerk Akoestischemuurconstructie (van Peter Struycken)."
"15739191551B5BF28B2E05124CE3D53A","Afbeelding van een fragment van het keramieken kunstwerk ""Zeelandschap"" van David van de Kop op het Smakkelaarsveld / Leidseveer te Utrecht dat beschermd wordt met underlaymentplaten in verband met de bouwwerkzaamheden op het Leidseveer. Op de voorgrond een betonnen NS-steen met het jaartal 1996."
"174D4B7275DA50C8AB5C6E2EDAABC2FB","Afbeelding van burgemeester mr. I.W. Opstelten (rechts) tijdens zijn toespraak bij de onthulling van het kunstwerk ""Het Verzonken Schip"" van Karin Daan in het kantorenpark Rijnsweerd (Euclideslaan) te Utrecht."
"18189B3556CC5C0FA123D4A8EEEBCA99","Collage van afbeeldingen van enkele karakteristieke, in silhouet weergegeven, gebouwen of kunstwerken in de stad Utrecht:<ZR>1. Thinker on a rock (Neude)<ZR>2. Het gebouw (Leidsche Rijn)<ZR>3. Domtoren (Domplein)<ZR>4. Prins Clausbrug (Kanaleneiland)<ZR>5. De Champignon (Lunetten)."
"18F9084FA4B659488A32D805532C2BC6","Afbeelding van ""The Anywhere Jazzband"" tijdens de onthulling van het kunstwerk ""Het Verzonken Schip"" van Karin Daan in het kantorenpark Rijnsweerd (Euclideslaan) te Utrecht."
"19324D1C59775ABEB0F4FD50E4E0ECB4","Afbeelding van een kunstwerk van plexiglas, voorstellende een gewichtheffer, in de hal van de Sporthal Catharijne (Jaarbeursplein 21) te Utrecht."
"1A23EB41D0F25771A3777BC423264AAD","Interieur van de Edelsmederij Brom (Drift 15) te Utrecht: tekenkamer met Jan Hendrik Brom (1860-1915) en zijn zoon Jan Eloy (1891-1954). Opmerking: De afbeelding bevindt zich in Bibl.HUA, LXIV F 49, F.W., De kunstwerkplaatsen van Brom te Utrecht, blz. 5 (overdruk van het Geïllustreerd Zondagsblad, 1910)."
"1B0CB32B7F755232AD91DC3FAABD088A","Afbeelding van een tegel met de tekst: 'BETER MEER GELUK DAN MINDER PECH', in het trottoir ter hoogte van de panden Nolenslaan 22-24 te Utrecht.<ZR><ZR>N.B. De anonieme kunstenaar verwijderde een tegel en plaatste daar zijn kunstwerkje terug."
"1D481FF14F305D4297DFAA3DA34A94A1","Afbeelding van het kunstwerk ""Ruimtelijke Constructie"", door A. T. A. Volten, bij het ROVU-kantoorgebouw (Ravellaan 96) te Utrecht."
"218D838C0E5C56838F0FF8AD4B05537C","Afbeelding van een graffiti-kunstwerk met een liggende persoon, onderaan de Demkaspoorbrug bij de Isotopenweg te Utrecht."
"21CC86A43A225081A4B46CD57D0D1099","Gezicht op het beeld Zich Oprichtende Vrouw, met de sokkel op het Herderplein te Utrecht, tijdens de onthulling; het kunstwerk stelt een vrouw voor, die zich vanuit een knielende houding opricht, met de armen boven het hoofd gevouwen."
"21DBB6B6163D5414B71BEDAC8FC5DFB2","Gezicht op enkele panden aan de Grebbestraat te Utrecht met op de voorgrond het kunstwerk "" Grebbedraak "" (speeltoestel)."
"2299BD130F5851E3AC4B4D8727518D16","Afbeelding van een tegel met de tekst 'WAT WAS ER EERDER DE IK OF HET WIJ', in het plaveisel op de Royaards van den Hamkade, ter hoogte van de groenstrook achter de Plantage (Amsterdamsestraatweg) te Utrecht.<ZR><ZR>N.B. De anonieme kunstenaar verwijderde een tegel en plaatste daar zijn kunstwerkje terug. Opmerking: De afbeelding maakt deel uit van de inventarisatie van straatpoëzie in Nederland en Vlaanderen; zie: www.straatpoezie.nl"
"2305430A175F509AA814C11669EE0300","Afbeelding van de onthulling van het kunstwerk ""Het Verzonken Schip"" van Karin Daan in het kantorenpark Rijnsweerd (Euclideslaan) te Utrecht, tijdens de openingsact met het vlammenspuwende Dante-orgel van kunstenaar Erik Hobijn."
"2327306BF6EC55E199D01D2C8780C143","Gezicht op het kunstwerk van de kunstenaar P.A.M. Slegers voor de brandweer hoofdpost ""Burgemeester de Ranitz"" (Vliegend Hertlaan 15) te Utrecht. Het kunstwerk is gebaseerd op de elementen water en vuur. Opmerking: Onthuld op 2 mei 1980 door burgemeester H.J.L. Vonhoff.<ZR><ZR>Lit.: Utrechts Nieuwsblad, 6 augustus 1985, 9."
"2330D5BE99FB54B7B6E422A93A24AC6E","Afbeelding van een van de vier tegeltableaus van de kunstenaar L. Hom tegen een baksteenmuur in het gebouw van de J.F. Kennedyschool aan de Teun de Jagerdreef 5 te Utrecht; kunstwerk met een symbolische voorstelling van de wijsheid."
"2344B72B86525C13AAE1DED9F9B72694","Interieur van de nieuwe uitbreiding van het gemeentehuis (Dorpsstraat 9) te Vleuten (gemeente Vleuten-De Meern): raadzaal, met tegen de achterwand het door Jits Bakker vervaardigde kunstwerk.<ZR><ZR>N.B. De gemeente Vleuten-De Meern is per 1 jan. 2001 bij de gemeente Utrecht gevoegd."
"24213E4BEB2F55718724E9B6572A810E","Interieur van de R.K. Mavo Merwede (Jan Pieterszoon Coenstraat 60) te Utrecht: de bovengang met rechts het trappenhuis; links aan het plafond één van de kunstwerken die de kunstenares Mevrouw Van Erp voor de school maakte.<ZR><ZR>N.B. De officiële straatnaam die door de gemeente Utrecht gehanteerd wordt is Jan Pieterszoon Koenstraat."
"242F313CA52955C2922CB08820E24AAC","Afbeelding van burgemeester mr. I.W. Opstelten die de onthullingshandeling verricht van het kunstwerk ""Het Verzonken Schip"" van Karin Daan in het kantorenpark Rijnsweerd (Euclideslaan) te Utrecht."
"2447A275AEA15C0987943AA3A36100C2","Afbeelding van de verlichte Domtoren (Domplein) te Utrecht, een lichtkunstwerk van het Londense lichtkunstcollectief Speirs + Major, genaamd ""In lumine tuo..."", dat door Koningin Beatrix op 11 april is 'ontstoken' als officieel startsein van de viering van de Vrede van Utrecht."
"24CBBC2CDA26508BA161FADF0749E671","Gezicht op het F.A.F.C. Wentgebouw van de Universiteit Utrecht (Sorbonnelaan 16) te Utrecht, met op de voorgrond een stenen kunstwerk."
"2652C8E08FE95557B66F26C0E1C8B6B3","Afbeelding van een graffiti-kunstwerk op een kopse kant van de skatebaan bij de Koeriersterslaan in park Transwijk te Utrecht."
"26F8B1653EFD58379DBC90E59C887259","Afbeelding van het ""kunstwerk"" van de Nederlandse Spoorwegen (N.S.) bij de ingang van het kantoorgebouw Smakkelaarsburcht aan het Leidseveer te Utrecht. Opmerking: Zie ook Utrechts Nieuwsblad, 25 juli 1983: ""Aparte bedrijfstotem""."
"275A965CAC1E5242B78EAF5B48563345","Afbeelding van de Tourfiets, het campagnebeeld van Le Grand Départ, op de Stadhuisbrug te Utrecht<ZR><ZR>N.B. Het kunstwerk is een driedimensionale uitvoering van het logo van Le Grand Départ en ontworpen in de trant van de Stijl. Het werd op 17 juni 2014 door Tourdirecteur Christian Prudhomme onthuld. Opmerking: De foto maakte deel uit van de, door Jeroen Wielaert samengestelde, tentoonstelling Tour sous le Dom - een lobby in foto's die van 4 maart t/m 3 juli 2015 werd gehouden in het Stadskantoor. De tentoonstelling was een van de vele activiteiten die werden georganiseerd ter gelegenheid van Le Grand Départ, de start van de Tour de France in Utrecht.<ZR>Litt.: Bibl.HUA K 2015 58, J. Wielaert - De Tour van Utrecht."
"278668777A00514A9234E7378B2E26E2","Afbeelding van het voor de Kunsthandel Caramelli & Tessaro (Oudkerkhof 28) te Utrecht opgestelde kunstwerk ter gelegenheid van de lustrumfeesten bij het 54e lustrum (270-jarig bestaan) van de universiteit met als thema De triomftocht van Germanicus binnen Rome in 17 na Chr.; links de huizen nrs. 23- lager. Opmerking: Litt.: Bibl.HUA K 2006-55, J.M.J. Jekel en A.J.A.M. Lisman, Lustrum 1906 Utrecht."
"28423C3F3E475481942644A57563CDF0","Gezicht op het ROVU-kantoorgebouw (Ravellaan 96) te Utrecht, met het kunstwerk ""Ruimtelijke Constructie"", door A. T. A. Volten."
"29AF0FEC430E538692297E2AB2434CBC","Gezicht over het omgevingskunstwerk ""Het verzonken schip"" van Karin Daan, in kantorenpark Rijnsweerd (Euclideslaan) te Utrecht."
"2B40BAD942FC5903A53550152CF1DF09","Gezicht op het graffiti-kunstwerk met o.a. enkele Utrechtse kabouters (KBTR's), op de gevel van het gesloten bedrijfspand Groeneweg 50-52 te Utrecht.<ZR><ZR>N.B. Het pand waarin de supermarkten Aldi en Nettorama waren gevestigd, zal worden gesloopt."
"2BA06ED36D01523486E5F27724F69741","Afbeelding van het kunstwerk gemaakt door muzikant-kunstenaar Spinvis en illustrator Hanco Kolk, bij Singelzicht, de 24-uursopvang voor zwerfjongeren in de leeftijd van 17 tot 23 jaar aan de Wittevrouwenkade 1 te Utrecht. Het kunstwerk werd op 24 november 2006 door burgemeester Brouwer-Korf tijdens de opening van het opvanghuis onthuld."
"2BA9AD018D9B5831B6B9667A43DD61E0","Interieur van de Arrondissementsrechtbank (Hamburgerstraat 28) te Utrecht: het trappenhuis op de tweede verdieping, uit het noordwesten met op de muur een in sgraffito uitgevoerd kunstwerk."
"2BC1007533A155A1B8CB1D43AAC2F4AF","Detail van het winkelpand Vredenburg 151 te Utrecht: het beeldmerk van de firma Langcat (fabrikant van de emaille gevelplaten waarmee het pand bekleed is), met nog gedeeltelijk zichtbaar de signatuur van kunstenaar Jan Bons die het artistieke ontwerp voor de gevelbekleding maakte. Opmerking: De foto mag alleen hergebruikt worden met naamsvermelding: foto Arjan den Boer (CC-BY).<ZR><ZR>De foto behoort bij het artikel ""Dixonspand: Utrechts grootste gevelkunstwerk dreigt te verdwijnen"", in: De Utrechtse Internet Courant (DUIC), 19 februari 2016.<ZR>Zie http://www.duic.nl/nieuws/dixonspand-utrechts-grootste-gevelkunstwerk-dreigt-te-verdwijnen/"
"2C057985F069525298C3E0EFD32953A8","Gezicht op het kunstwerk Het Verzonken Schip aan de Euclideslaan te Utrecht. Op de achtergrond enkele kantoorgebouwen. Opmerking: naam kunstenaar: Karin Daan<ZR>datum plaatsing: 1993<ZR>gebruikt materiaal: water, steen, beton"
"2CBE9EC01814535189320D81ECB5E0E3","Gezicht op een deel van de gevel in Achter de Dom van het Groot Auditorium van het Academiegebouw (Domplein 29) te Utrecht met het lichtkunstwerk tijdens de Nachtregels. Opmerking: Dit kunstwerk in de lichtkunstmanifestatie Nachtregels is vervaardigd door kunstenaar Rammellzee."
"2DF8121ACB7F56AD92948572400517A9","Afbeelding van de overhandiging van het kunstwerk ""Die Passion"" van de Duitse kunstenaar Wilhelm Wiacker door J.C. Wilbrenninck (directeur van de V.V.V.) aan dr. D.P.R.A. Bouvy, directeur van het Museum voor Nieuwe Religieuze Kunst (Lange Nieuwstraat 38) te Utrecht. Opmerking: 't Sticht fotonummer 4661."
"2E4F0DB40DB65F3AA116632B4FB1DC84","Afbeelding van een tegel met de tekst 'BEDENK AL ZIT HET VAAK NIET MEE DE MEESTE REGEN VALT IN ZEE', in het plaveisel op de Van Musschenbroekstraat te Utrecht.<ZR><ZR>N.B. De anonieme kunstenaar verwijderde een tegel en plaatste daar zijn kunstwerkje terug. Opmerking: De afbeelding maakt deel uit van de inventarisatie van straatpoëzie in Nederland en Vlaanderen; zie: www.straatpoezie.nl"
"2FA0827C61F65FEB80CB82F3A8602018","Detail van een breed graffitikunstwerk op een muur langs het terrein van het voormalige Expeditieknooppunt PostNL aan de Mineurslaan te Utrecht: een personage met een petje."
"30CB94E8EC855861B0876641824C941B","Afbeelding van een toespraak gehouden tijdens de bijeenkomst voor de onthulling van het kunstwerk ""Het Verzonken Schip"" van Karin Daan in het kantorenpark Rijnsweerd (Euclideslaan) te Utrecht; midden op de rug gezien burgemeester mr. I.W. Opstelten."
"30F8EAF99A8952228789AD3F84BE0BB7","Afbeelding van twee replica's van het door Joop Hekman gemaakte standbeeld van de politicus Pieter Jelles Troelstra (1860-1930), dat op de hoek van de Draaiweg en de Troelstralaan staat, op de nieuw aangelegde rotonde in de Talmalaan te Utrecht. Op de achtergrond het UWV-kantoor op de Willem Dreeslaan.<ZR><ZR>N.B. Het plaatsen van replica's van het standbeeld van Hekman in de vorm van een kunstwerk, is een initiatief van de Staatslieden Art Community. Deze replica's zijn gemaakt door de kunstenaar Paul Balk."
"31613D3044FC5CA899E55D4588ED538B","Interieur van de Edelsmederij Brom (Drift 15) te Utrecht: modellenkamer. Opmerking: De afbeelding bevindt zich in Bibl.HUA, LXIV F 49, F.W., De kunstwerkplaatsen van Brom te Utrecht, blz. 9 (overdruk van het Geïllustreerd Zondagsblad, 1910)."
"31C8B936AC8959A689DABD96F08E8870","Afbeelding van een graffiti-kunstwerk bij het voormalige onderkomen van de 'Harley Davidson Club Utreg' aan het Rotsoord te Utrecht."
"32C0508807F657A692FCB3B64DF1C874","Gezicht op een onderdeel van het kunstwerk bij de ingang van de Koninklijke Nederlandse Jaarbeurs (Croeselaan) te Utrecht."
"3365D34EFBD4561096718ECF69206BCA","Afbeelding van de voorbereidingen voor de officiële opening van de rotonde Waalstraat-Rijnlaan te Utrecht door wethouder J. Zwart. Op de rotonde staat het uit wilgentenen opgetrokken kunstwerk 'De Piek', van kunstenares Manette Zeelenberg."
"340244CC796F5B2FBE1358C759236C85","Gezicht op de zijgevel van de flat Nolenslaan 51 te Utrecht met daarop een graffiti-kunstwerk."
"34D0BF7AE74A5EE3A7101145898C9330","Afbeelding van het kunstwerk Pegasus in de vijver van Park De Watertoren (Moezeldreef) te Utrecht, tijdens de plaatsing. Opmerking: Naam kunstenaar: F. Bemelmans<ZR>datum plaatsing:  1975<ZR>gebruikt materiaal:  brons<ZR>literatuurgegevens: Bibl.HUA P 100, Fonds Stadsvernieuwing, Beelden in de stad, 1998<ZR><ZR>De afbeelding is gepubliceerd in het Utrechts Nieuwsblad, 24 oktober 1975."
"3538192DE12E515796348E60F3E5C741","Afbeelding van de expositie van kunstwerken gemaakt door gedetineerden van het Huis van Bewaring Wolvenplein (Wolvenplein 27) te Utrecht in de Janskerk (Janskerkhof) te Utrecht, met rechts officier van justitie mr. W.H. Overbeek. Opmerking: Zie ook Utrechtsch Nieuwsblad, vrijdag 23 oktober 1970, blz. 2: ""Gevangenen exposeren""."
"3604C4C970405173954BF15ADF3C56D4","Afbeelding van een graffiti-kunstwerk 'Het Kasteel' van 'Jan is de Man' op de bouwschutting bij het gesloten Muziekcentrum aan het Vredenburg te Utrecht, met een impressie van het verdwenen kasteel Vredenburg."
"3803C8AB5FA25DA78983BAFB5A750F6A","Afbeelding van een van de vier wandsculpturen van de kunstenaar Lex Horn tegen een baksteenmuur in het gebouw van de J.F. Kennedyschool aan de Teun de Jagerdreef 5 te Utrecht; kunstwerk met een symbolische voorstelling van het Verbond."
"39257F4D93375A6FBEDA1F6199A3D19E","Afbeelding van het kunstwerk The Lonely One ter hoogte van Maliebaan 66 te Utrecht. Opmerking: Naam kunstenaar: P.Perlmuter<ZR>Datum plaatsing: 3 mei 1989<ZR>Litt.: Persbericht VL 89.023 PH; Utrecht, 27 april 1989<ZR>Het beeld geeft uitdrukking aan het gevoel van eenzaamheid."
"3A090DBCC7E6562CB4A0584D3B5CBBE1","Gezicht op de parkeergarage Paardenveld (Kroonstraat 9) te Utrecht, behangen met diverse kunstwerken in verband met de jaarmarkt van de in het pand gevestigde Vrije Galerie."
"3A85B77CA18E53998F7472C5E03E0D10","Interieur van het pand Brigittenstraat 4 te Utrecht: tentoonstellingsruimte Utrechtse Kring met enkele kunstwerken."
"3AEFA6CD9F0A5F7184DA14A365D947A0","Afbeelding van het kunstwerk ""Ruimtelijke Constructie"", door A. T. A. Volten, bij het ROVU-kantoorgebouw (Ravellaan 96) te Utrecht."
"3B11258CBEB95C70A5D2BB5A3347774D","Gezicht op het voormalige Stationspostkantoor (Laan van Puntenburg 5) te Utrecht, dat tijdelijk is ingericht als kunstenaarshuis De Blauwe Wissel, met een gevelkunstwerk van Dorian Maarse. Opmerking: Zie ook Utrechts Nieuwsblad, zaterdag 14 juni 1986, blz. 21: ""De Blauwe Wissel geopend met percussie en kunst-postzegels""."
"3B5FB6A8081D5388A37EE70F4384F17C","Afbeelding van het kunstwerk 'Aura Utrecht' op het Stadsplateau te Utrecht. Het kunstwerk is ontworpen door PolyLester (Gabriel Lester en Martine Vledder) en is in 2016 geplaatst."
